model,pair_id,shared_eligible,event_type,condition,waveform_sha256,ignore_correct,use_correct,ignore_prediction,use_prediction,failure_stage,ignore_valid_selection,use_event_selected,ignore_target_coverage
7b,dev-esc50-0200,True,thunderstorm,base,7043fe5f708a436e3566596d675a169e576fa0774c1a88c33e00f4cc18d5fdd1,True,True,B,A,,,,
7b,dev-esc50-0203,False,footsteps,base,3821a0f76706b6ca2bc3243b07e9eea1c3a99c5cd3fc2a72c415f71109d00815,True,True,D,B,,,,
7b,dev-esc50-0207,True,thunderstorm,base,a4f1807e6cb82457569a7a99566ccf580111b2df8559a6f2d8cf027f517c147c,True,True,C,A,,,,
7b,dev-esc50-0209,False,airplane,base,3da15efc6bb6be399eb58e5e1743e3eb527a20bcb5d1b70b737ffc0ba08873ad,True,True,B,A,,,,
7b,dev-esc50-0212,True,dog,base,be92ea8291bcae6d11eab75a75db8ee9ff6fbea9354b62760cfb9af1c962c292,True,True,D,A,,,,
7b,dev-esc50-0213,True,glass_breaking,base,1d160edf6bd29550dacb4d90b5d39dde687a8951a0de2924946ae6bb2ee44d17,True,True,C,B,,,,
7b,dev-esc50-0216,False,car_horn,base,36e258600c5d9990bffb9267389a2806803a1be131cb008c30ea2ef5636b03fd,True,True,B,B,,,,
7b,dev-esc50-0217,False,glass_breaking,base,b81ac389a4d0949512affceeaa25069ae672918dbcbb8fab4d02c9db7dfbb171,True,True,A,D,,,,
7b,dev-esc50-0219,True,sheep,base,24f49bfccec6c22a8dcf76a29e4712beef9a3c9bca2d5c4dc1ff752b67a48ec6,True,True,D,C,,,,
7b,dev-esc50-0221,True,sheep,base,931e47058308c2710c69acbbb32a4d87d9581ec2c724acdbe3a6acbae7ae9cf4,False,True,B,C,,,,
7b,dev-esc50-0222,True,airplane,base,097e10ce3bdd3b7d5c3fbcfde9668c9b2ad07aea1e29078cce82eb2d443d9dc6,True,True,A,B,,,,
7b,dev-esc50-0224,False,car_horn,base,cc69a115cfb6477fd7676127f86a90f40daf454da33801814639c496c1857022,True,True,D,C,,,,
7b,dev-esc50-0230,True,cat,base,7d8978baac9329ec065c638b00ab9bf97aef70e8dc75d23917a0e0de943c2c89,True,True,D,B,,,,
7b,dev-esc50-0231,False,fireworks,base,cdc4e0d5ae3c8ff962742fc029152e8a2de06dae86a593f254fa2d4ea61ab15f,True,True,B,C,,,,
7b,dev-esc50-0233,True,door_wood_knock,base,e56d608b73ca66733e94def000204743b0545c2a15b9de4c4154a8b89ce44839,True,True,A,D,,,,
7b,dev-esc50-0234,True,siren,base,732ba6d31f82cda56323f48504e7af1682b89c96c147f8761c067fa9c449f446,True,True,A,A,,,,
7b,dev-esc50-0238,True,car_horn,base,08d962114059e0ddcbdf7e31e7382c663532c21dcf0394ba29ebcbdf7a0cab56,True,True,A,C,,,,
7b,dev-esc50-0241,True,clock_alarm,base,5799ac9ab9e1967aecf0e17bd2de16bf116e37afadfb40a323a398d292f45bbd,True,True,C,A,,,,
7b,dev-esc50-0242,False,fireworks,base,d4dd282097a25307f76de7a5f7c00847b0401836bd7d1be0f1e1a06cb37dd101,True,True,B,D,,,,
7b,dev-esc50-0243,True,crying_baby,base,26deef24311e8213bef31107697acaa9b4bba681f947dbc6a2723437b705aa94,True,True,D,A,,,,
7b,dev-esc50-0247,False,car_horn,base,9714836f05ad6202a09e31efcb9ef133dc875ebffc49104e43cec2c3bfae920a,True,True,B,D,,,,
7b,dev-esc50-0249,True,cow,base,363369a9b8f760bbbc84baf5fe44432cb898ad9d0096bfe171e3e3299c732ebb,True,True,D,A,,,,
7b,dev-esc50-0251,False,door_wood_knock,base,b546847ec606b844227778e471da805a078a9fb370c6cda9162b1f41dfab873d,True,True,B,D,,,,
7b,dev-esc50-0252,True,crow,base,931bd5661895929ba71ca491c06465eb60a6e55a3c7290689ed00764d3617834,True,True,C,A,,,,
7b,dev-esc50-0253,False,rain,base,1f65b520ba2f068021a6fcde8c3ccc5d6b3a1b7e6a20495b2994462c61d467ea,True,True,B,B,,,,
7b,dev-esc50-0254,True,clock_alarm,base,8cc54a093d209c1bb935ef80473c7c4c8e1e3c7dc8dd1c4eeb406620f8031bbe,True,True,A,A,,,,
7b,dev-esc50-0255,True,footsteps,base,a85a2fa006c213ea8f481f8c2525cbb2f01d4126158ead6ce0e8564f570e0df7,True,False,A,A,,,,
7b,dev-esc50-0257,False,rain,base,4ff6210f6f523455422d84d9922037feeb376b2a25b49ea3d4ca520c1af8825e,True,True,B,C,,,,
7b,dev-esc50-0258,True,crying_baby,base,deef8ac5a222eae072836c522287f3b5e83cb0630c65626cff8f69deb60fe034,True,True,D,A,,,,
7b,dev-esc50-0261,True,door_wood_knock,base,e97385031e64abef3fef4b624cc7722f9b271dcea6e513b72decb0b9fa8c881c,True,True,C,A,,,,
7b,dev-esc50-0264,True,siren,base,f01a4b14f39c47575b9b41c41f0da9fc2bc12961a09bd79d60456283587745db,True,True,B,A,,,,
7b,dev-esc50-0266,True,door_wood_knock,base,f8071619406948838777048e2e52d43e337a0c5fc4cafa51589edfbefd85fe58,True,True,B,B,,,,
7b,dev-esc50-0269,True,cow,base,622e0db6d32afde0d899be500fc0f4c8518abe942bfadaf4bbfbd4b5803a6a47,True,True,C,B,,,,
7b,dev-esc50-0270,True,footsteps,base,33d999107d7cbdc27f99f3a3ce8231a39daebe414c2fe16e93a1d987a340f3d3,True,True,B,C,,,,
7b,dev-esc50-0273,False,train,base,94f7d0e45f7267ddab3efdfb2aed2142c7e42a6c1cf61de1595181a1cc2e9df0,True,False,D,B,,,,
7b,dev-esc50-0274,False,rooster,base,190f50148a21465672a3371688c65369f15213c14ef28d9e0d00e18e58ca05d4,True,True,D,D,,,,
7b,dev-esc50-0275,True,cat,base,39d2f894b55d8b5d8aef7dbdd6c8f05af73dbae82f93d9a05f206a41fd28de40,True,True,A,C,,,,
7b,dev-esc50-0276,True,door_wood_knock,base,1b38046a525a8bb284d1035a705766ae3114794365fa8dc338e75d1fd33b3466,True,True,B,C,,,,
7b,dev-esc50-0280,True,airplane,base,64fef354784950ea7952757224bb3d276989ffa7c962d88cf4d03b1a62bf48a8,True,True,A,A,,,,
7b,dev-esc50-0281,True,train,base,398538eecc9fb12725e2de8fb7ce6258b3da1a3a4347a5e5d57e7ce3d8f6104b,True,True,A,B,,,,
7b,dev-esc50-0282,True,crow,base,603ddf0ed9cd14143e1cb23aa41516387040daf29622f19969c9717fdc28f076,True,True,C,A,,,,
7b,dev-esc50-0284,True,cat,base,85ec8aa5c0bb599c05b9678a43559baf1673de6795a052040232b8faa725eff6,True,True,A,B,,,,
7b,dev-esc50-0287,True,cat,base,467baaadb314ae01779355f8fd47d7d46f8097f04430afdd4282dc857d84178d,True,True,B,D,,,,
7b,dev-esc50-0292,False,cow,base,977d074dc7ce4dea0ed02686340d8a32d9a8c0468135efb89e7089440caf75f0,True,True,A,B,,,,
7b,dev-esc50-0295,False,frog,base,f4d8715e6aa2a14dbfdc6425d6b08a8f638accf945476675a73ea571ac030f4b,False,True,D,B,,,,
7b,dev-esc50-0297,True,rain,base,e29023abb7798f0e0a9c86b37de39ca0383039873e736da4e9d733b83da1efea,True,True,D,C,,,,
7b,dev-esc50-0299,False,crow,base,edaf80d895e97c4c9e584e63497a908ad4e0cfb8f4c90a56f7867f8edc0d04a8,True,True,C,A,,,,
7b,dev-esc50-0300,True,airplane,base,fb0232a485f1d7fdd830a954848618080907e8d869df195173452511d3991aef,True,True,A,C,,,,
7b,dev-esc50-0303,True,cow,base,a57a8a62860a08ab82823228ca624a01b7873a38fcb6a8d3de68f87f4c26d70c,True,True,A,A,,,,
7b,dev-esc50-0304,True,crow,base,62a64e3b5ca9417dd915a72219e2f159d1d12246f2d00b8b3a504a9660706b11,True,True,D,D,,,,
7b,dev-esc50-0305,False,car_horn,base,1de612b2fda10e564ab63dbf3aa620a078aaf921a92a609fc6992f4d5f20665d,True,True,D,D,,,,
7b,dev-esc50-0306,True,glass_breaking,base,bdaf8b574abaff3ee30f244b6d17db0a02fd7b6ae2535f1e969bd4a32e3d62ab,True,True,B,D,,,,
7b,dev-esc50-0309,False,cow,base,4ea81bdf8ffc6e135473b6dec4dea05186c4e4dd4fe223084219ed6a9fcb5b9f,True,True,A,B,,,,
7b,dev-esc50-0314,False,clock_alarm,base,220f0c054dba33821e13c6113e2f01829d7e41d78a78c464e30944078dcde42b,False,True,D,C,,,,
7b,dev-esc50-0315,True,sheep,base,f691e810e549504a7113ceb5376eed932cb2fb2dc4f025742023cc4f1e2cc3a4,True,True,D,A,,,,
7b,dev-esc50-0316,True,crow,base,b4c71324835f196ca78a65ef4b7986b68f8a209ab4fba6f3792ba01413f6500f,True,True,D,A,,,,
7b,dev-esc50-0320,False,siren,base,285a3acf671b0f5812fe5b0f8d092585cf61c49f86900f1ad1933e04b6bc3438,True,True,A,A,,,,
7b,dev-esc50-0322,False,cat,base,f582e53378758d5eb7e466fd1c309ec8b6301ac103e25790f570d4672cf74756,True,True,D,A,,,,
7b,dev-esc50-0325,True,pig,base,bcc45b97a77d93805c5825569ca6e17f02b084f6146d0b1251e4e43b4670b8c7,True,True,C,A,,,,
7b,dev-esc50-0326,False,crying_baby,base,fc49c16f0900b8447288daca654b9df38cf2474388e0155bd95ed917947d0dce,True,True,A,B,,,,
7b,dev-esc50-0327,True,crow,base,f879b875448f290fe2954d5fd087c7b80666e53f60d525156889b12af88274f5,True,True,D,C,,,,
7b,dev-esc50-0328,False,pig,base,b3e833a04d244931c79ed7095901fdefd02b211e381b1b336dd4a05131f5090c,True,True,C,D,,,,
7b,dev-esc50-0330,True,clock_alarm,base,91cf8eb3e99f7aebeb9c073417e880a37fe74ad687db5f6a53181dbf1d8fc5a3,True,True,D,A,,,,
7b,dev-esc50-0332,True,crying_baby,base,ddec0eb42a18930e8b195f172effb2250cda48c552992ba34018913e98a9466e,True,True,B,C,,,,
7b,dev-esc50-0334,True,cat,base,052c9b74aba3e49e10603b0649372955c7035cce7727b825c196bc8a555d15a7,True,True,D,B,,,,
7b,dev-esc50-0335,False,fireworks,base,3d3c4bc308463661f8206f64163c6a258e49624b0a0902af1fe788cf3392f1d1,True,True,B,D,,,,
7b,dev-esc50-0336,True,dog,base,83c00ecaf2ca38838549ae96f04b40d5da0a13f9e3fffcb2bab3bd41eb5611de,True,True,D,A,,,,
7b,dev-esc50-0337,True,rooster,base,071a5f3a1268372dfba290b2ac2d1552e8bb604652c251dffd0a80a9c650407d,True,True,B,A,,,,
7b,dev-esc50-0339,False,car_horn,base,648b2869a3a1a2011081866ea39604d244790d246581dd1bf72510e9e55b62b0,True,True,D,A,,,,
7b,dev-esc50-0341,True,train,base,78d4c1f25068f3e1bb067dd3c64253057fb97834909fbcf80bda450ac6ed777e,True,True,B,A,,,,
7b,dev-esc50-0343,True,sheep,base,82ee656716f49c3b88c5622545cb5397f8c5c415809698d787991e3806ceecd4,True,True,D,C,,,,
7b,dev-esc50-0344,True,cat,base,84c7337eefd1c9cab84b43211a370e380ba4706472d3a3935b779b948f22155b,True,True,D,C,,,,
7b,dev-esc50-0345,True,glass_breaking,base,c90d8bfaeb2f4ae0d11266657e3530c296cdee33d6b10417d24fc2dfaef6a42b,False,True,B,B,,,,
7b,dev-esc50-0346,True,airplane,base,76c0196cfdbb1ab337507e7a3e2e8c78c6014b6c4aac4dad7128983dafcb5a71,True,True,A,A,,,,
7b,dev-esc50-0348,False,airplane,base,f775b5f2895466916dfd8b99dfc3ad3c979c70aa0564697bd4a6e5a7b9a35716,True,True,C,B,,,,
7b,dev-esc50-0353,True,thunderstorm,base,b6d3d9b922a7249f9e971b571eaa34b3b594d4823cd79c923f7059f9c7436fab,True,True,D,B,,,,
7b,dev-esc50-0354,True,siren,base,63435c2b26a1f97813414a9784362f6d21c2e702cd69a7b5fae9ff1a25523c5f,True,True,C,B,,,,
7b,dev-esc50-0355,True,rooster,base,c7361f264ba693f5a8fa80ba7bedacb9ed7b3277efdffd59ec46688b1cca15c5,True,True,A,B,,,,
7b,dev-esc50-0358,False,sheep,base,9e7dcef56881f3010884332f7875e4a7a615bc7e983e9bdaec4d74552dceb167,True,True,B,D,,,,
7b,dev-esc50-0360,False,dog,base,9ef4b655decb1aee06a3842f2b71784a24f65c2f91712f80505e8a50bc1fed26,True,True,D,B,,,,
7b,dev-esc50-0363,False,thunderstorm,base,8a3e6efda4536ea0ccfe9197f662f5f763d3145936cad379c73824b25663c04e,True,True,A,A,,,,
7b,dev-esc50-0367,True,rooster,base,05859cd01984026513c4675da5045935f7006e1cf11348dfaa6447f3a3cc8598,True,True,D,D,,,,
7b,dev-esc50-0368,True,airplane,base,ed58630afbe17a477a1265e88db56a716c783377e735a44be66f4feec5beddec,True,True,D,D,,,,
7b,dev-esc50-0369,True,rooster,base,39730431f05af8f90b95c03a3cefec329e18ca3861709c8186e21a84c40e80ae,False,True,B,C,,,,
7b,dev-esc50-0371,True,clock_alarm,base,755a085a8e91db3c8fae239c1ba18552f80c970e5a50f70ddd15bfce97dbfdb2,True,True,C,A,,,,
7b,dev-esc50-0375,True,crying_baby,base,bb6bf8d64c6a61550996039eca4c1c2e4b00548043bcea9a75f96a4d7d24b5fc,True,True,A,D,,,,
7b,dev-esc50-0378,True,clock_alarm,base,a18d09cb007c0851a65060e3a125f6afb9a81ff6eb35773ba03c0da30c6ba841,True,False,B,C,,,,
7b,dev-esc50-0379,True,crying_baby,base,d769b28a080fc55dc16df08b45f87b86cd545c45c0390de57d649e4b27b01e76,True,True,C,A,,,,
7b,dev-esc50-0380,False,crow,base,7c99d54c7245b28689bda0b7e1ffb80d99a0b157750b2bedcd3f66c6c3fae71a,True,True,B,A,,,,
7b,dev-esc50-0381,True,clock_alarm,base,3dff1d5a5566eec5681a6dba73bb6879a2b9cac9f910ad419a2086191ba9123c,True,True,D,A,,,,
7b,dev-esc50-0383,True,pig,base,b4d6001194c50f46806835759f467e4f6e0195163a27fe1fc2c6090f43c47ee6,True,True,B,C,,,,
7b,dev-esc50-0385,False,siren,base,f0728e15077ecc186fd2b797b563176cb7ccf332e3d917f63f0ad5f56f9ebe8c,True,True,B,D,,,,
7b,dev-esc50-0386,True,crying_baby,base,05115891331a2d2eb1d4b07fd3355d83d7117318aab1371622510b22784db5f3,True,True,C,A,,,,
7b,dev-esc50-0387,True,cat,base,8f368808943352cdbb5eafd9b8a21ba4dee832742699aae043c5ab185522383f,True,True,A,C,,,,
7b,dev-esc50-0388,False,siren,base,75bb34d64e6d52b22df5d3d8fa7d8317934af7c2fd56692b8208b78310239b53,True,True,C,D,,,,
7b,dev-esc50-0390,True,door_wood_knock,base,e63d29dfe7310818203c0a3311cd9084685aed08998b25f2ded25e2baf22495d,True,True,A,C,,,,
7b,dev-esc50-0391,True,crying_baby,base,2723129a0ef3facec4edab0f57c0c69f8850fd1bac9a12a05efc9f4ef5e11607,True,True,D,D,,,,
7b,dev-esc50-0392,True,siren,base,17a9b4aeb83ede02e3494b14ea97fc1665e4bee5de87b597a1679e07c49ae51d,True,True,A,A,,,,
7b,dev-esc50-0393,True,car_horn,base,5c004d3ca6c1acf9c08f7d38ca5b6632078af1789e735005d3a56abee6fd7749,False,True,A,D,,,,
7b,dev-esc50-0397,False,siren,base,742a9631186173fe1a21f0342ad151bad58596eb994f0a91388c890c2ffea7c9,True,True,B,B,,,,
7b,dev-esc50-0398,False,crying_baby,base,b87bb1261d373e38d9b3af2e991ee56d5759b5541e9677cfa9191c786258e48f,False,True,D,D,,,,
7b,dev-esc50-0400,True,rain,base,645562bf158991962ff480827e5dee2d5576f9c0fd823d001825902c625e566f,True,True,B,C,,,,
7b,dev-esc50-0402,True,thunderstorm,base,57f3ec266ccb3e3aef4963221d0aa3e738970881284fcbdb76997b0492cda116,True,True,A,B,,,,
7b,dev-esc50-0403,True,door_wood_knock,base,893d4a9c2b387cf5401110e6373156ccdb0bc6b120333067a23ec1db81ef57d1,True,True,A,C,,,,
7b,dev-esc50-0404,False,rain,base,8f64116107a8f52e9ae5bbae5356e009365a3d6c9230a4fb977b6b53506b1079,True,True,D,B,,,,
7b,dev-esc50-0405,False,glass_breaking,base,a67dd68b43886cae33e731115bb4d20741a03aa12be99b1036ba95967cf86e71,True,True,B,C,,,,
7b,dev-esc50-0408,False,crow,base,1a35d0f7ecf33211fc13aecba0754403de2b39544dd6ab4ba4bebe37fb6ab677,True,True,B,B,,,,
7b,dev-esc50-0409,True,airplane,base,0462efe7b309b7ab6dee26b2b141e623f7eeb2e622dcb40c582a3f4f3b6e079d,True,True,A,B,,,,
7b,dev-esc50-0411,True,fireworks,base,ef4c8d1ebb458151ec2b1a93cf1711f93e8e3a1e521de8a4a336ffbec01e05bc,True,True,D,B,,,,
7b,dev-esc50-0414,True,train,base,6fa070d6a7fd01a0e37c2d98facd58704b6a62396b3ef454c49f2dc8055bd7b7,True,True,D,A,,,,
7b,dev-esc50-0417,False,fireworks,base,eb00f4b69fc8566d75fcb7447377896b1deeb598045c1554b6f937bf7355e807,True,True,D,A,,,,
7b,dev-esc50-0418,True,glass_breaking,base,52528f041fe4e6734f31d8b0598090cec0f98f1c8f760b24fbc929d6ee63591b,True,True,B,B,,,,
7b,dev-esc50-0423,True,cat,base,3c7760b71b5d8695dfb380bb28ede932c1a301326478405f49efcb24888858f2,True,True,A,D,,,,
7b,dev-esc50-0424,False,door_wood_knock,base,4ff3abd6791fab77a76a58e843437b313111656751179a8fc72c9a9cf04043e0,True,True,C,B,,,,
7b,dev-esc50-0425,True,fireworks,base,b851fe0e3bb0f5f201d6adde1e5aba4b864222f197f518c5d686a0b5397cb9b5,True,True,C,C,,,,
7b,dev-esc50-0426,True,footsteps,base,b6f4da0d362a7192c2d6af7516069a883715b6eacf7b4b3e624c3cdbae7890de,True,True,D,C,,,,
7b,dev-esc50-0430,False,frog,base,cce0bdff99d25abca7f03a0562aa8e7305c126658f53e8e388a9b8d1da026564,True,True,B,D,,,,
7b,dev-esc50-0431,True,pig,base,b201fa5ad4e05bce1e5c88c66f4bd3040786e56688f404b1c65bd9c60720efe4,True,True,A,D,,,,
7b,dev-esc50-0433,True,fireworks,base,7cf91d5bb417ada604d50d11949d99c1ce1bd0d4a914e42669fa3eb0ff4e74a7,True,True,D,B,,,,
7b,dev-esc50-0435,True,thunderstorm,base,1a1b698be1e598f8dc46a73ac264b25778b67fca6209e30c78f211aaf41f1e41,True,True,A,B,,,,
7b,dev-esc50-0436,False,train,base,9d02501f2a1fef8fde3945d1b307aa9a6fa9d1885e1ea70aebf953be548b8c9d,True,True,C,D,,,,
7b,dev-esc50-0438,True,pig,base,c07771910493ed23a1768c5ff312ca7fb1b9d9f9154da31849545aa936da618c,False,True,D,B,,,,
7b,dev-esc50-0439,False,cat,base,8096d78f795bd8b188e75d1a6de2000bd863792df32118ec9173a01fe97d3478,True,True,B,C,,,,
7b,dev-esc50-0440,True,thunderstorm,base,b5001798deb3a305341ef5441f38d905f1929263b838080d81f1f110d70a9ad3,True,True,D,A,,,,
7b,dev-esc50-0443,True,cat,base,28714cf43211e0d615d4d928d9377f5f9e34d2b35c5a471af681290e99a7c17f,True,True,B,D,,,,
7b,dev-esc50-0445,True,train,base,80a1783eb3767675a0e3d8df97a64c203bee5a43d56f450e2666a965e103b21e,True,True,A,A,,,,
7b,dev-esc50-0446,True,rooster,base,ef210d7071373b7c80039fc643a1325629ce71476c2b2076a935e541a32d8cb4,True,True,B,D,,,,
7b,dev-esc50-0448,False,car_horn,base,2094538710d534e74758b411e97bbc4295daeb0a5e2a14dba8f5ed2bbc938c6d,True,True,B,A,,,,
7b,dev-esc50-0449,True,rain,base,66b4bfd77adc082a6ed7104f09b250254d2174d6a6fe9cad24591c6c41fe6f0e,True,True,A,D,,,,
7b,dev-esc50-0450,True,fireworks,base,36361f06f6390390ed21cdccdd2a0b3abafb85fc737a14b1b02799a9f983d437,True,True,A,B,,,,
7b,dev-esc50-0453,True,airplane,base,55641fcbec7eeaa6e3a699e81e37d6af47223a80a5ddc9de79b67fe809b7d8d1,True,True,B,C,,,,
7b,dev-esc50-0454,False,footsteps,base,7b0cacbdecb4710166d535e5314b15acc033e0fe5b9763d591028c294156c69b,True,True,D,C,,,,
7b,dev-esc50-0456,False,dog,base,5acec6c2f1bcdcd21e2d017a911f54f9177844cb7751e6229974dbe5bc242e41,True,True,C,A,,,,
7b,dev-esc50-0459,True,clock_alarm,base,c09d06a669e2daefe3da586aeeded896ec004f7c1392aef9d8aca61a4de92583,True,True,C,A,,,,
7b,dev-esc50-0460,False,sheep,base,f63059d65a9f1df55e612871495488f557edf5ac6a61abf65a81c2f58bd06f2b,False,True,A,B,,,,
7b,dev-esc50-0462,True,train,base,9756f2e5b8e02de0bda5fe1e0f89687b888a54156a646f96e3e1a6d9407e4aa3,False,True,A,A,,,,
7b,dev-esc50-0464,True,train,base,79b6fd1f08395baf7448cb590fb217165a6634a7596197fe4968462d6f7ab95f,True,True,C,B,,,,
7b,dev-esc50-0465,False,airplane,base,bea7d2830ffba872ff44953f9b926d5ef612ab127c609cb2712658623bf4ad29,False,False,B,B,,,,
7b,dev-esc50-0466,True,car_horn,base,1b005b9660b47e32a73d4ad477fcdd82f68414be3245abff2a80a61a1a755538,True,True,A,D,,,,
7b,dev-esc50-0467,True,door_wood_knock,base,af46ae539eaea8bd8e540710a96b1e61a0df8c62e9313a7c5dbef33745b9ca1f,True,True,D,A,,,,
7b,dev-esc50-0468,True,fireworks,base,e75bbdc8e05ba691543cb2e49429e2c2a92adb7e4948ef61073f6fdaf3d70a9e,True,True,A,B,,,,
7b,dev-esc50-0469,True,siren,base,8caa801f3cff17634b7b5c4507db69306b9f4d50a5fa41329b4395f9724b6281,True,True,B,D,,,,
7b,dev-esc50-0470,True,clock_alarm,base,c6eb81150c2f726d96d4f6b272e0e4fd399c20f16e4cb317bd54b2ea711d06c5,True,True,D,B,,,,
7b,dev-esc50-0471,True,rain,base,7fc63ca490c2566c8e6625e63839474ce231704fde2a70c7693ab4bdd669e130,True,True,B,C,,,,
7b,dev-esc50-0472,False,rooster,base,a60389c470889adfbac6e7d5314f2ddd47894bbcdc796a297553ed59e132fcd1,True,True,B,A,,,,
7b,dev-esc50-0473,True,crow,base,81e3238c978d75e1d8390e6885f2040550ab7ceac3c319fb810889ce2949f079,True,True,A,A,,,,
7b,dev-esc50-0476,True,clock_alarm,base,c8f29ea35c771ef7d47a2da8d20510b2a676fa1d38510c076ba9839914c05162,True,True,C,A,,,,
7b,dev-esc50-0477,True,train,base,e5d622d7faaef358a218e0b6fa68cd5508334c1dbf8757204d729fe672a40d77,True,True,B,D,,,,
7b,dev-esc50-0478,True,dog,base,9a24fd315142f9e0959dee7bebd34860e117babf4db06d8d58c826afe20c267b,True,True,D,A,,,,
7b,dev-esc50-0001,True,siren,oracle_prompt_only,0512cf0097ea06026cbbd0923d94a6aa4f2fbeae336f9b9c56462fdb65efe02e,True,True,A,C,,True,True,1.0
7b,dev-esc50-0002,True,fireworks,oracle_prompt_only,82e49db9fd03d02e0745820a94d1941a9692ee99f2634ee2a0901678aecda0e0,True,True,D,B,,True,True,1.0
7b,dev-esc50-0003,True,clock_alarm,oracle_prompt_only,a939f6f1b079143f877299610a111b549f217561acf05f3f8d4e02c8d0a267aa,True,True,B,B,,True,True,1.0
7b,dev-esc50-0009,False,door_wood_knock,oracle_prompt_only,8dd990e1be33dcf60b4bb6897387dad9a7f5f309e32c231423cc39ca72d03f3f,True,True,B,D,,True,True,1.0
7b,dev-esc50-0010,True,car_horn,oracle_prompt_only,17bd259ba7c5f364907b2abdd4c3a117541e6d2f7148d115a59fb84f066c13fe,True,True,C,C,,True,True,1.0
7b,dev-esc50-0011,True,siren,oracle_prompt_only,eb8151794e1914ed77ac34dd91c0768e8232d12ebeacfb87ab163476c481fb83,True,True,A,A,,True,True,1.0
7b,dev-esc50-0013,False,cow,oracle_prompt_only,607492545a392ec4f9430ec3bfdbb4a6176092440660cab3d7b9cad804155002,True,True,B,C,,True,True,1.0
7b,dev-esc50-0014,True,dog,oracle_prompt_only,35744dd704733b74c727e8799d2b7edcefd87caa8e9ca3d49c2743d3313ed87e,True,True,C,D,,True,True,1.0
7b,dev-esc50-0015,True,crying_baby,oracle_prompt_only,9e8d8c202081221c0eeeea5e63d8921b3bb9e1f2a2d14f0d8cf1219394913393,True,True,A,D,,True,True,1.0
7b,dev-esc50-0016,False,siren,oracle_prompt_only,f4f9c8f4f2d040abf8ab0f5db89b4c56e55d4d8095c04c0eeb00674188a5716a,False,True,A,B,,True,True,1.0
7b,dev-esc50-0017,True,rain,oracle_prompt_only,9e6cd6be987ca15907674fb3463bf6bc8747ebb97fd04da62523ffbc4df1f19f,True,True,A,B,,True,True,1.0
7b,dev-esc50-0018,True,thunderstorm,oracle_prompt_only,eee90f350ce4874f6fe9d7905e3ae6a53f05fcb91910c6714fc84ce17d907df9,False,True,A,C,,True,True,1.0
7b,dev-esc50-0019,False,cat,oracle_prompt_only,178f35da5d8a130d9ba9dd5e47498ec45af8972152b19fc312b27c499d9bc246,True,True,D,A,,True,True,1.0
7b,dev-esc50-0020,True,glass_breaking,oracle_prompt_only,c8ff4eadec38ef3305194d1e6896e82e297183755e6536175bc5d225650c537f,True,True,B,B,,True,True,1.0
7b,dev-esc50-0023,False,crow,oracle_prompt_only,f468c04c3dcfdca699ceb78984bf96a0be56c081df7a63d30f5c0b2f58617832,True,True,B,B,,True,True,1.0
7b,dev-esc50-0025,True,sheep,oracle_prompt_only,64319841650d658c4ca1e92cadbcf992e62b669a84d71edac72de98836b9a0a9,True,True,C,A,,True,True,1.0
7b,dev-esc50-0026,True,crow,oracle_prompt_only,cb7365d1763e189cb90ae07a004b9221a91501b187e6205ead854aa99d8a800e,True,True,A,D,,True,True,1.0
7b,dev-esc50-0028,True,sheep,oracle_prompt_only,f5f8bde72c7a96b466bd84cf59c4a14e4c048cf2efd25fe03d08def659475018,True,True,B,A,,True,True,1.0
7b,dev-esc50-0029,True,pig,oracle_prompt_only,912a3f118bec229e7c1a939e83b27b29d653bc28b22c31ff00e233aca570231b,True,True,C,B,,True,True,1.0
7b,dev-esc50-0032,True,car_horn,oracle_prompt_only,2cf6ce99ea1a679b494226afa5fad3a5bb20f7547e53d52464794639a05c849c,True,True,C,B,,True,True,1.0
7b,dev-esc50-0033,True,rooster,oracle_prompt_only,f9569051af8f8cd849cc1de0e1374d3968fd5ab1f29dc577b387ed7db07da60c,True,True,C,B,,True,True,1.0
7b,dev-esc50-0037,True,thunderstorm,oracle_prompt_only,5bd2a2e3813397f8c3993d1af6aef6c1e81ab5a4499a9785cebdb3c518eddc53,True,True,D,C,,True,True,1.0
7b,dev-esc50-0038,True,door_wood_knock,oracle_prompt_only,93e26ca77f742fad6294dcf00ad3b049114eae12f0fffa1dd5cc9957b332f85b,True,True,D,B,,True,True,1.0
7b,dev-esc50-0039,True,footsteps,oracle_prompt_only,571b963f6a867bda4a67006d26ed6aa1af60a249a03269fa10a7752a83336f25,True,True,B,A,,True,True,1.0
7b,dev-esc50-0040,False,crying_baby,oracle_prompt_only,13c5df67c265a79db5eaecd09405ba7812bf3b1c23bb1d71f96ae999966caf60,True,True,D,B,,True,True,1.0
7b,dev-esc50-0041,True,airplane,oracle_prompt_only,537d258344f2292ea2b48a068e7afc2bf249e205db28f9ebdf3ff4b98b906627,True,True,A,B,,True,True,1.0
7b,dev-esc50-0042,False,train,oracle_prompt_only,7a5c54fc74575b16f6bb79c0b602b73798b3654709e2bb89efbedd28ccda1362,True,True,D,A,,True,True,1.0
7b,dev-esc50-0044,False,sheep,oracle_prompt_only,ee22b0bc9ec6453f6ab609ab1018dbdbe2edd421a327f499ea63964e2cd89a00,True,True,B,C,,True,True,1.0
